date,amount_raw,amount,currency,operation,merchant,details,bank,source_file,category
2025-05-14,"- 6 518,47 KZT",-6518.47,KZT,,Purchases CAREEM RIDE,"Purchases CAREEM RIDE (- 46,39 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"- 27 560,27 KZT",-27560.27,KZT,,Purchases CAREEM RIDE,"Purchases CAREEM RIDE (- 196,10 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"- 5 904,30 KZT",-5904.3,KZT,,Purchases DUBAI DUTY FREE,"Purchases DUBAI DUTY FREE (- 42,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"+ 100 000,00 KZT",100000.0,KZT,,Replenishment From Kaspi Deposit,Replenishment From Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"- 650,00 KZT",-650.0,KZT,,Transfers Дина И.,Transfers Дина И.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-14,"- 5 000,00 KZT",-5000.0,KZT,,Transfers Алтынай К.,Transfers Алтынай К.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-14,"- 2 500,00 KZT",-2500.0,KZT,,Purchases Аппарат самообслуживания,Purchases Аппарат самообслуживания,Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"- 500 000,00 KZT",-500000.0,KZT,,Transfers To Kaspi Deposit,Transfers To Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"+ 500 000,00 KZT",500000.0,KZT,,Replenishment From card of other banks,Replenishment From card of other banks,Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"- 1 500,00 KZT",-1500.0,KZT,Перевод,Амангелді А.,Амангелді А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"+ 2 771,00 KZT",2771.0,KZT,Пополнение,Interpay*Taxi,Interpay*Taxi,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-05-14,"+ 1 910,00 KZT",1910.0,KZT,Пополнение,Дарья Я.,Дарья Я.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"- 9 000,00 KZT",-9000.0,KZT,Перевод,На Kaspi Депозит,На Kaspi Депозит,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"+ 1 710,00 KZT",1710.0,KZT,Пополнение,Галия О.,Галия О.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Дінислам А.,Дінислам А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Амангелді А.,Амангелді А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"- 3 000,00 KZT",-3000.0,KZT,Перевод,На Kaspi Депозит,На Kaspi Депозит,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Алибек А.,Алибек А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"- 6 000,00 KZT",-6000.0,KZT,Перевод,На Kaspi Депозит,На Kaspi Депозит,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Карина Ж.,Карина Ж.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Айда У.,Айда У.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"+ 2 010,00 KZT",2010.0,KZT,Пополнение,Бекарыс Қ.,Бекарыс Қ.,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-14,"- 5 141,45 KZT",-5141.45,KZT,Перевод,На Kaspi Депозит,На Kaspi Депозит,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"+ 1 600,00 KZT",1600.0,KZT,Пополнение,Азамат С.,Азамат С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"- 2 985,00 KZT",-2985.0,KZT,Покупка,"ТОО ""NURAIYA-ASTANA""","ТОО ""NURAIYA-ASTANA""",Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-14,"- 991,00 KZT",-991.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement_1.pdf,супермаркеты
2025-05-14,"- 13 000,00 KZT",-13000.0,KZT,Перевод,Санжар С.,Санжар С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"+ 20 000,00 KZT",20000.0,KZT,Пополнение,Кредит Наличными,Кредит Наличными,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-15,"+ 6 000,00 KZT",6000.0,KZT,Пополнение,Айым Ш.,Айым Ш.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-05-15,"- 6 000,00 KZT",-6000.0,KZT,Перевод,Айым Ш.,Айым Ш.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-05-15,"+ 5 470,00 KZT",5470.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement (2).pdf,переводы
2025-05-15,"- 75,00 KZT",-75.0,KZT,,Purchases Аппарат самообслуживания,Purchases Аппарат самообслуживания,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-15,"+ 520,61 KZT",520.61,KZT,,Purchases CAREEM RIDE,"Purchases CAREEM RIDE (+ 3,71 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-15,"+ 0,00 KZT",0.0,KZT,,Purchases CAREEM RIDE,"Purchases CAREEM RIDE (+ 0,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-15,"- 6 871,79 KZT",-6871.79,KZT,,Purchases CAREEM RIDE,"Purchases CAREEM RIDE (- 48,97 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-15,"- 638,72 KZT",-638.72,KZT,,Purchases CAREEM RIDE,"Purchases CAREEM RIDE (- 4,57 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-15,"- 8 535,21 KZT",-8535.21,KZT,,Purchases CAREEM RIDE,"Purchases CAREEM RIDE (- 60,85 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-15,"- 16 833,47 KZT",-16833.47,KZT,,Purchases ADVENTURE HQ LLC,"Purchases ADVENTURE HQ LLC (- 120,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-15,"- 760,00 KZT",-760.0,KZT,Перевод,Алан Б.,Алан Б.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-15,"+ 2 100,00 KZT",2100.0,KZT,Пополнение,Улбосын Н.,Улбосын Н.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-15,"- 3 000,00 KZT",-3000.0,KZT,Перевод,На Kaspi Депозит,На Kaspi Депозит,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-15,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Санжар С.,Санжар С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-15,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Арайлым К.,Арайлым К.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-15,"- 3 000,00 KZT",-3000.0,KZT,Покупка,"ТОО ""NURAIYA-ASTANA""","ТОО ""NURAIYA-ASTANA""",Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-15,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Женискуль Е.,Женискуль Е.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-15,"- 6 901,00 KZT",-6901.0,KZT,Перевод,На Kaspi Депозит,На Kaspi Депозит,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-16,"- 320,00 KZT",-320.0,KZT,,Purchases Corner Meal,Purchases Corner Meal,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-16,"+ 80 000,00 KZT",80000.0,KZT,,Replenishment Арман К.,Replenishment Арман К.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-05-16,"+ 100 000,00 KZT",100000.0,KZT,,Replenishment From Kaspi Deposit,Replenishment From Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2025-05-16,"- 6 309,98 KZT",-6309.98,KZT,,Purchases GLB FOOD-MUSEUM CAFE-2,"Purchases GLB FOOD-MUSEUM CAFE-2 (- 45,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-16,"- 4 908,90 KZT",-4908.9,KZT,,Purchases GLB FOOD-MUSEUM CAFE-2,"Purchases GLB FOOD-MUSEUM CAFE-2 (- 35,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-16,"- 7 571,97 KZT",-7571.97,KZT,,Purchases CARREFOUR SUPERMARKET,"Purchases CARREFOUR SUPERMARKET (- 53,98 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-16,"- 6 639,64 KZT",-6639.64,KZT,,Purchases CARREFOUR SUPERMARKET,"Purchases CARREFOUR SUPERMARKET (- 47,32 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-16,"+ 2 812,80 KZT",2812.8,KZT,,Purchases CAREEM RIDE,"Purchases CAREEM RIDE (+ 20,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-16,"- 2 812,80 KZT",-2812.8,KZT,,Purchases CAREEM RIDE,"Purchases CAREEM RIDE (- 20,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-16,"- 8 800,00 KZT",-8800.0,KZT,Покупка,TapTatti Retail,TapTatti Retail,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-16,"+ 10 000,00 KZT",10000.0,KZT,Пополнение,В Kaspi Банкомате,В Kaspi Банкомате,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-16,"- 30 000,00 KZT",-30000.0,KZT,Покупка,Магазин парфюмерии,Магазин парфюмерии,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-16,"+ 39 019,64 KZT",39019.64,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-16,"- 3 000,00 KZT",-3000.0,KZT,Перевод,На Kaspi Депозит,На Kaspi Депозит,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-16,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Əли С.,Əли С.,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-16,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Айда У.,Айда У.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-16,"- 9 315,35 KZT",-9315.35,KZT,Покупка,Wolt,Wolt,Kaspi Bank,gold_statement_1.pdf,подписки
2025-05-16,"+ 10 432,00 KZT",10432.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-16,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Зульфия Е.,Зульфия Е.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-16,"- 3 957,55 KZT",-3957.55,KZT,Перевод,На Kaspi Депозит,На Kaspi Депозит,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-16,"- 3 000,00 KZT",-3000.0,KZT,Покупка,Z-13 Астана,Z-13 Астана,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-16,"+ 1 990,00 KZT",1990.0,KZT,Пополнение,Interpay*Taxi,Interpay*Taxi,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-05-16,"+ 4 900,00 KZT",4900.0,KZT,Пополнение,Адилет Д.,Адилет Д.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-16,"- 550,00 KZT",-550.0,KZT,Перевод,Калижан К.,Калижан К.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-16,"- 1 360,00 KZT",-1360.0,KZT,Покупка,Nomad Oil,Nomad Oil,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-16,"+ 1 144,00 KZT",1144.0,KZT,Покупка,Аптека Альфамед,Аптека Альфамед,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-16,"- 1 144,00 KZT",-1144.0,KZT,Покупка,Аптека Альфамед,Аптека Альфамед,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-16,"+ 1 000,00 KZT",1000.0,KZT,Пополнение,Диана С.,Диана С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-16,"- 760,00 KZT",-760.0,KZT,Покупка,Ақсуат,Ақсуат,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-16,"+ 2 000,00 KZT",2000.0,KZT,Пополнение,Диана С.,Диана С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-16,"- 1 620,00 KZT",-1620.0,KZT,Перевод,На Kaspi Депозит,На Kaspi Депозит,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-16,"+ 500,00 KZT",500.0,KZT,Пополнение,Амангелді А.,Амангелді А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-16,"- 1 620,00 KZT",-1620.0,KZT,Покупка,Томирис Бакдаулет,Томирис Бакдаулет,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-16,"+ 1 620,00 KZT",1620.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-17,"- 110,00 KZT",-110.0,KZT,,Purchases Avtobys. Пригород. Оплата проезда по QR,Purchases Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,gold_statement (3).pdf,транспорт
2025-05-17,"- 665,00 KZT",-665.0,KZT,,Others Commission for transfer of other banks,Others Commission for transfer of other banks,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-17,"- 70 000,00 KZT",-70000.0,KZT,,Transfers To card Jusan Bank*3464,Transfers To card Jusan Bank*3464,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-17,"- 8 633,08 KZT",-8633.08,KZT,,Purchases AL MAYA B,"Purchases AL MAYA B (- 61,55 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-17,"- 26 576,00 KZT",-26576.0,KZT,,Transfers Oyatullo R.,Transfers Oyatullo R.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-17,"- 51 762,40 KZT",-51762.4,KZT,,Purchases AL BOOM MARINE EVENTS,"Purchases AL BOOM MARINE EVENTS (- 369,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-17,"- 12 764,18 KZT",-12764.18,KZT,,Purchases AL JABER NOVELTY STORE LL,"Purchases AL JABER NOVELTY STORE LL (- 91,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-17,"- 250,00 KZT",-250.0,KZT,Покупка,ип абилтаева,ип абилтаева,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-17,"- 20 084,00 KZT",-20084.0,KZT,Перевод,Оплата Kaspi Кредита,Оплата Kaspi Кредита,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-17,"+ 7 003,93 KZT",7003.93,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-17,"- 600,00 KZT",-600.0,KZT,Покупка,ип абилтаева,ип абилтаева,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-17,"+ 14 000,00 KZT",14000.0,KZT,Пополнение,Алмас Б.,Алмас Б.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-17,"- 2 110,00 KZT",-2110.0,KZT,Покупка,Z-1 г. Астана,Z-1 г. Астана,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-17,"- 1 000,00 KZT",-1000.0,KZT,Перевод,Айда У.,Айда У.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-18,"- 75,00 KZT",-75.0,KZT,,Purchases Аппарат самообслуживания,Purchases Аппарат самообслуживания,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-18,"+ 3 100,00 KZT",3100.0,KZT,,Replenishment Едіге Ə.,Replenishment Едіге Ə.,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-18,"- 23 612,03 KZT",-23612.03,KZT,,Purchases STELLA MARINA HOTEL,"Purchases STELLA MARINA HOTEL (- 168,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-18,"+ 100 000,00 KZT",100000.0,KZT,,Replenishment From Kaspi Deposit,Replenishment From Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2025-05-18,"- 1 403,82 KZT",-1403.82,KZT,,Purchases BULAWAN GENERAL TRADING L,"Purchases BULAWAN GENERAL TRADING L (- 10,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-18,"- 9 837,06 KZT",-9837.06,KZT,,Purchases GLOBAL VILLAGE PARTNERS,"Purchases GLOBAL VILLAGE PARTNERS (- 70,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-18,"- 12 649,86 KZT",-12649.86,KZT,,Purchases GLOBAL VILLAGE PARTNERS,"Purchases GLOBAL VILLAGE PARTNERS (- 90,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-18,"- 14 053,68 KZT",-14053.68,KZT,,Purchases TEEB AL AMAKEN NOVELTIES,"Purchases TEEB AL AMAKEN NOVELTIES (- 100,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-18,"- 7 029,42 KZT",-7029.42,KZT,,Purchases HADEKAT AL ZOHOR,"Purchases HADEKAT AL ZOHOR (- 50,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-18,"- 101 000,00 KZT",-101000.0,KZT,,Transfers Oyatullo R.,Transfers Oyatullo R.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-18,"+ 200 000,00 KZT",200000.0,KZT,,Replenishment From Kaspi Deposit,Replenishment From Kaspi Deposit,Kaspi Bank,gold_statement.pdf,покупки
2025-05-18,"+ 11 000,00 KZT",11000.0,KZT,Пополнение,Умар К.,Умар К.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-18,"- 1 670,00 KZT",-1670.0,KZT,Перевод,Əділет Т.,Əділет Т.,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-18,"- 400,00 KZT",-400.0,KZT,Покупка,Парковка. ЖД вокзал «Астана 1»,Парковка. ЖД вокзал «Астана 1»,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-05-18,"- 500,00 KZT",-500.0,KZT,Покупка,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-18,"- 1 010,00 KZT",-1010.0,KZT,Покупка,SAPA MARKET,SAPA MARKET,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-18,"- 600,00 KZT",-600.0,KZT,Перевод,Ruslan A.,Ruslan A.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-19,"- 600,00 KZT",-600.0,KZT,Покупка,ип кулипа,ип кулипа,Kaspi Bank,gold_statement (2).pdf,покупки
2025-05-19,"- 790,00 KZT",-790.0,KZT,Покупка,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,gold_statement (2).pdf,покупки
2025-05-19,"- 380,00 KZT",-380.0,KZT,Покупка,Армаркет,Армаркет,Kaspi Bank,gold_statement (2).pdf,покупки
2025-05-19,"- 850,00 KZT",-850.0,KZT,,Purchases ИП Берсиновв,Purchases ИП Берсиновв,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-19,"- 75,00 KZT",-75.0,KZT,,Purchases Аппарат самообслуживания,Purchases Аппарат самообслуживания,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-19,"- 5 500,00 KZT",-5500.0,KZT,,Transfers Айым Ш.,Transfers Айым Ш.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-19,"- 12 262,65 KZT",-12262.65,KZT,,Purchases DUBAI TAXI,"Purchases DUBAI TAXI (- 87,00 AED)",Kaspi Bank,gold_statement.pdf,транспорт
2025-05-19,"- 4 229,04 KZT",-4229.04,KZT,,Purchases MOTIONGATE GAMES,"Purchases MOTIONGATE GAMES (- 30,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-19,"- 2 650,27 KZT",-2650.27,KZT,,Purchases CAREEM RIDE,"Purchases CAREEM RIDE (- 18,81 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-19,"- 13 442,85 KZT",-13442.85,KZT,,Purchases CAREEM RIDE,"Purchases CAREEM RIDE (- 95,35 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-19,"- 15 500,00 KZT",-15500.0,KZT,,"Purchases ТОО ""ТОО MELLIS""","Purchases ТОО ""ТОО MELLIS""",Kaspi Bank,gold_statement.pdf,покупки
2025-05-19,"- 1 900,00 KZT",-1900.0,KZT,Перевод,Рустам А.,Рустам А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-19,"+ 1 000,00 KZT",1000.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-19,"- 1 400,00 KZT",-1400.0,KZT,Покупка,Миницен,Миницен,Kaspi Bank,gold_statement_1.pdf,покупки
